Alune invelite in ciocolata Sensations,1,1,1,0,480,14,21,56,2.8
Alune picante Crispers Chili Chio,1,1,1,0,525,12.4,33.6,41.5,3.3
Alune prajite si sarate Felix,1,1,1,0,596,25,49,14,8.5
Amestec fructe padure uscate si alune crude Fit food Kluth,1,1,1,0,370,7.3,16.6,47.7,4.7
Bake Rolls cu sare 7 Days,1,1,1,0,460,13,15,66,0
Bake rolls cu usturoi 7 Days,1,1,1,0,445,13,14.5,63.5,0
Bake Rolls multigrain usturoi 7 Days,1,1,1,0,460,13,17,61,0
Bake Rolls pizza 7 Days,1,1,1,0,496,14,16,71,4
Baton cereale cu fructe tropicale si iaurt Active Bar Rommac,1,1,1,0,321,6,2,77,10
Baton cereale cu smochine si prune Aptonia,1,1,1,0,335,30,12,26,20
Baton cereale pentru controlul greutatii Carrefour,1,1,1,0,307,10,9.5,57,13
Baton crocant cu caju Schock's,1,1,1,0,484,10,30.2,50.7,2
Baton cu cereale Carrefour,1,1,1,0,318,10,5.5,57,10
Baton cu cereale si ciocolata alba Fitness,1,1,1,0,388,5.6,7.4,67.7,6.2
Baton cu musli si mar First Nice,1,1,1,0,363,4.7,9.7,64,0
Baton cu musli si piersici FirstNice,1,1,1,0,432,6.2,18.2,60.8,0
"Baton cu musli, alune si cacao FirstNice",1,1,1,0,385,7.5,9.6,66.8,0
"Baton cu musli, cocos si cacao First Nice",1,1,1,0,427,7.2,18,60,0
"Baton cu musli, prune si iaurt First Nice",1,1,1,0,410,6.8,17.5,56.3,0
Baton cu smochine si prune Delhaize,1,1,1,0,372,3.4,5.4,77.4,8.8
Baton de susan cu alune Tastino,1,1,1,0,510,12.1,24.3,56.9,0
"Baton din fructe, cu nuci, cereale si scortisoara Nutribon",1,1,1,0,349,4.5,14.7,54.3,9
Baton energetic cu iaurt si portocala Das Gesunde Plus,1,1,1,0,137,4.2,4.2,20.7,0.1
Baton energizant cu cocos DM,1,1,1,0,421,22.2,15,49.1,0
Baton energizant Energy Bar Red Cat,1,1,1,0,429,10.3,17.5,56,12.9
Baton musli ciocolata Nestle,1,1,1,0,406,6.2,10.7,65.4,4.2
Baton musli cu arahide prajite Sirius,1,1,1,0,391,7.9,13.2,65.7,4.7
Baton nougat Weight Watchers,1,1,1,0,346,22.5,11.2,40.7,7.4
Baton proteic cu aroma de lamaie Herbalife,1,1,1,0,405,28,13,45,0.4
Baton proteic High Energy Bar Multifruct Isostar,1,1,1,0,392.5,5.5,9.2,72.2,5.2
Biscuit cu crema de iaurt Belvita,1,1,1,0,470,7.7,18,66,3.9
Biscuiti 4 cereale Belvita Start,1,1,1,0,445,8.7,15,69,3.6
Biscuiti cereale miere si alune de padure BelVita Start,1,1,1,0,465,7.9,17,68,3.3
Biscuiti cereale si fructe Belvita Start,1,1,1,0,455,8.2,16,67,4.1
Biscuiti Coconitos,1,1,1,0,431.3,9.1,9.7,76.9,0
Biscuiti cu afine si stafide Sultani,1,1,1,0,467,6.6,17.6,71.4,6.7
Biscuiti cu cacao BelVita Start,1,1,1,0,440,8.2,16,66,5.2
Biscuiti cu cereale si afine rosii BelVita Start,1,1,1,0,435,9.3,13,67,5.9
