Bagheta frantuzeasca,1,1,1,0,277,8.6,4.3,50.2,3.2
Bagheta usturoi Kaufland,1,1,1,0,318,8.1,11.2,44.8,0
Batoane hot dog Horeca,1,1,1,0,235,1,3.4,49.5,1
Biscuiti cu ulei de masline Gran Pavesi,1,1,1,0,448,7.5,16.5,67.4,0
Biscuiti Sfoglia di Grano non salati en superficie Mulino Bianco,1,1,1,0,445,10,19.9,71.8,2.5
Biscuiti vegetali Naturalia,1,1,1,0,466,39,15,37,5
Chifla cu susan KFC,1,1,1,0,273.3,8,4.3,54.3,1
Chifla cu susan Mega Image ,1,1,1,0,273,9.4,1.6,54.7,0.8
Chifla de secara BioBio,1,1,1,0,272,9.5,2.3,53.4,6.1
Chifla natur KFC,1,1,1,0,234.4,6.4,2,49.1,1.8
Chifla negra Irma,1,1,1,0,220,7.1,1.4,45.2,6.2
Chifla specialitate catalana Edenia,1,1,1,0,266,8.6,2,52,0
Chifle Hofer,1,1,1,0,254,9.7,1.7,48.1,3.8
Chifle multicereale Delipain,1,1,1,0,263,9.1,3.1,46.2,7
Corn cu sare si chimen Kornspitz,1,1,1,0,234,9.2,0,44,0
Covrig bavarez Kaufland,1,1,1,0,225,6.8,1.8,45,0
Covrig cu susan,1,1,1,0,265,10.6,7.1,56.6,2.8
Covrigei cu tarate de grau Boromir,1,1,1,0,449,10.5,13.5,68.4,2
Crackers din grau intreg si susan Grancereale,1,1,1,0,431,10.5,12,65.9,8.5
Cub de seminte de in si susan Edenia,1,1,1,0,283,11,4.5,45.9,0
Felii de paine pentru bruschete Bruschetta Ital d'Oro,1,1,1,0,252,8.1,3,48.3,3.5
Felii din cereale graham Pirifan,1,1,1,0,363,10.7,0.6,80,6.5
Felii din cereale hrisca Pirifan,1,1,1,0,346,8.2,1.5,75,6.5
Felii paine crocanta Burger Delikatesse,1,1,1,0,346,9.6,1.7,65.2,15.5
Felii paine crocanta Burger Urtyp,1,1,1,0,353,10,1.7,66.8,15
Felii pesmet Brandt,1,1,1,0,401,11,6,74,3.3
Franzela alba Belgusto,1,1,1,0,214,7.6,1.2,43.2,0
Franzela alba Painea Brutarului Lidl,1,1,1,0,264.5,7.9,1.7,54.4,2
Franzela extra feliata Titan,1,1,1,0,214,7.6,1.2,43.2,0
Franzela graham Lidl,1,1,1,0,268.3,8.8,1.9,54,4.1
Lipie libaneza Painea Brutarului Lidl,1,1,1,0,306,11.7,3.1,57.4,0.9
Lipie tortilla Roberto,1,1,1,0,285,8.3,3.7,53,0
Mini blat de pizza fara gluten Bauck Hof,1,1,1,0,344,4.1,1,78.6,0
Paine alba,1,1,1,0,266,7.6,3.3,50.6,2.4
Paine alba cu extract natural de fasole Dobrogea,1,1,1,0,233,14.7,0.6,40.7,1.2
Paine alba cu seminte de salvie Dobrogea,1,1,1,0,219,8.2,1.5,41.9,2.4
Paine alba feliata KB,1,1,1,0,267.5,8,3.5,51,1.5
Paine alba feliata Neptun Dobrogea,1,1,1,0,225,7.8,0.7,45.2,0
Paine alba French Toast,1,1,1,0,237,8,1,49,0
Paine aleasa din faina integrala KB,1,1,1,0,257,14.5,6.2,41.7,6
Paine aparat Moulinex,1,1,1,0,214.7,6.1,0.8,45.7,0
Paine bob de grau intreg Alfa-Beta,1,1,1,0,243,10.5,1.1,42.1,11.2
Paine cereale integrale fara gluten Pural,1,1,1,0,210,7,4,36,5
Paine cereale si seminte Trans Agape,1,1,1,0,206.4,7.8,1.6,40,3.3
Paine ciabatta,1,1,1,0,229,8.5,0.7,46.9,1.1
Paine Ciabatta Carrefour,1,1,1,0,232,16.5,3.1,40,1.5
Paine corcanta dreptunghiulara Finn Crisp Original,1,1,1,0,360,11,2.4,60,19
Paine crocanta Alnatura,1,1,1,0,358,10,5.4,59.4,15.7
Paine crocanta Crisp Light Wheat Wasa,1,1,1,0,340,12,2.5,73,6.5
Paine crocanta cu chimen Finn Crisp,1,1,1,0,360,11,2.4,60,19
Paine crocanta cu coriandru Finn Crisp,1,1,1,0,370,11,2.9,62,16
Paine crocanta cu faina de secara Finn Crisp Original,1,1,1,0,350,11,2.7,59,17
Paine crocanta cu secara Alnatura,1,1,1,0,345,8.4,2,66,14.5
Paine crocanta cu seminte de dovleac Wasa,1,1,1,0,392,12,9,60.7,10
Paine crocanta de grau graham Chaber,1,1,1,0,353,10,1.8,67.1,14.2
Paine crocanta de secara Chaber,1,1,1,0,356,9.7,1.8,67,16.6
